id,age,income,educ,gender,vacc_b,treat,vacc_e,missing
3706,23,1,2,1,4,0,5,0
3707,58,9,2,1,3,0,5,0
3708,79,9,2,1,3,2,4,0
3709,56,2,1,0,1,0,1,0
3710,69,8,2,1,1,0,1,0
3711,78,6,3,1,5,1,5,0
3712,47,6,3,0,2,0,2,0
3713,74,4,2,0,2,0,3,0
3714,67,7,2,0,4,0,3,0
3715,24,5,2,0,5,0,5,0
3716,44,9,2,0,5,2,5,0
3717,70,4,3,0,5,1,5,0
3718,22,6,2,0,3,1,4,0
3719,50,4,2,1,3,0,5,0
3720,60,6,2,1,2,0,3,0
3721,64,7,3,1,1,1,1,0
3722,64,8,3,0,3,0,4,0
3723,33,9,1,1,1,0,2,0
3724,70,7,2,1,1,2,1,0
3725,25,5,2,1,5,2,5,0
3726,82,9,2,1,2,2,2,0
3727,20,9,1,0,2,1,3,0
3728,22,7,2,1,2,0,NA,1
3729,40,5,2,0,2,2,NA,1
3730,69,7,1,1,1,2,2,0
3731,18,6,3,0,1,1,2,0
3732,74,4,2,1,5,2,5,0
3733,24,8,3,1,3,0,4,0
3734,39,5,3,0,2,1,3,0
3735,48,1,3,0,2,2,2,0
3736,65,5,2,1,2,1,3,0
3737,73,3,2,0,2,0,2,0
3738,20,5,3,0,4,1,5,0
3739,74,3,2,0,4,1,5,0
3740,77,6,3,1,2,2,2,0
3741,43,2,2,1,3,1,3,0
3742,56,3,2,1,3,2,4,0
3743,59,6,2,0,5,1,5,0
3744,36,2,1,0,4,2,NA,1
3745,51,6,2,1,2,2,3,0
3746,43,6,2,1,4,0,5,0
3747,57,7,3,0,4,0,3,0
3748,78,8,2,0,2,1,3,0
3749,77,7,2,1,3,1,NA,1
3750,43,7,2,1,4,2,5,0
3751,82,8,2,1,2,0,2,0
3752,46,5,2,1,5,1,NA,1
3753,58,7,3,1,4,2,NA,1
3754,74,6,3,1,1,1,1,0
3755,15,8,2,1,5,0,5,0
3756,31,9,3,1,5,1,5,0
3757,60,4,2,0,2,1,4,0
3758,67,9,3,0,4,0,3,0
3759,46,5,3,0,5,1,5,0
3760,62,4,3,0,5,2,5,0
3761,58,7,2,1,5,0,5,0
3762,15,6,2,0,5,2,5,0
3763,40,4,3,0,5,0,5,0
3764,23,9,3,0,3,1,4,0
3765,30,6,2,1,4,1,4,0
3766,65,8,2,0,4,0,3,0
3767,56,4,3,0,3,0,5,0
3768,28,4,2,0,1,0,2,0
3769,61,5,2,0,5,2,5,0
3770,74,6,1,0,5,1,5,0
3771,60,7,3,1,5,2,5,0
3772,23,6,2,1,1,0,2,0
3773,21,9,3,1,4,1,NA,1
3774,55,1,2,0,2,0,3,0
3775,32,7,3,1,3,2,4,0
3776,49,7,2,1,5,0,5,0
3777,41,4,2,1,3,0,NA,1
3778,15,1,2,0,1,0,NA,1
3779,67,4,2,0,5,1,5,0
3780,75,5,3,1,5,2,5,0
3781,83,3,2,1,3,1,4,0
3782,30,6,2,0,4,0,2,0
3783,62,4,2,0,4,0,2,0
3784,51,5,2,0,2,1,3,0
3785,20,8,2,0,3,1,3,0
3786,37,8,3,1,2,1,3,0
3787,45,3,2,1,2,0,2,0
3788,32,2,3,0,5,0,5,0
3789,35,6,3,0,2,1,1,0
3790,28,2,2,0,1,2,2,0
3791,67,2,3,1,1,0,1,0
3792,74,3,2,1,2,1,NA,1
3793,65,6,2,1,5,0,NA,1
3794,46,3,2,1,2,0,1,0
3795,29,4,3,1,3,2,3,0
3796,84,4,2,1,5,2,5,0
3797,58,8,2,1,4,1,5,0
3798,26,2,3,0,4,2,3,0
3799,61,1,3,0,4,1,5,0
3800,66,2,3,1,1,2,1,0
3801,60,1,3,0,3,2,3,0
3802,42,5,2,1,4,2,NA,1
3803,85,5,2,1,4,1,4,0
3804,61,1,2,1,5,1,5,0
3805,77,3,3,0,1,1,1,0
3806,27,5,3,1,1,0,2,0
3807,79,7,2,1,1,1,2,0
3808,26,6,3,1,2,1,3,0
3809,15,4,2,0,5,2,5,0
3810,71,7,2,1,5,0,5,0
3811,28,1,2,1,3,2,5,0
3812,78,5,3,1,4,0,4,0
3813,51,5,2,0,4,0,4,0
3814,38,2,2,1,4,0,NA,1
3815,44,1,3,1,4,2,3,0
3816,28,4,2,0,2,0,3,0
3817,60,3,1,1,5,1,5,0
3818,57,3,2,0,2,0,1,0
3819,24,4,3,0,5,0,5,0
3820,31,8,1,1,3,1,3,0
3821,19,6,1,1,2,2,2,0
3822,84,5,1,1,5,1,NA,1
3823,19,7,2,1,2,2,1,0
3824,84,6,2,1,2,0,3,0
3825,57,4,2,0,4,1,5,0
3826,33,4,2,0,4,2,5,0
3827,30,8,2,0,2,0,1,0
3828,84,7,1,1,5,0,5,0
3829,45,4,2,0,5,1,5,0
3830,16,3,2,1,2,0,2,0
3831,50,1,3,1,3,0,3,0
3832,59,1,1,0,2,2,1,0
3833,71,6,2,1,4,1,4,0
3834,17,1,3,0,2,0,3,0
3835,78,9,3,1,2,0,1,0
3836,59,5,2,1,3,2,5,0
3837,85,6,2,1,2,0,4,0
3838,67,1,2,1,4,2,5,0
3839,81,7,2,1,5,2,5,0
3840,61,5,3,1,2,0,4,0
3841,77,9,2,0,2,0,2,0
3842,38,4,2,0,3,2,NA,1
3843,40,5,3,1,2,1,3,0
3844,47,5,2,1,3,0,2,0
3845,75,6,2,0,1,2,1,0
3846,17,9,2,1,1,2,2,0
3847,53,3,2,0,1,1,1,0
3848,84,6,2,0,1,2,2,0
3849,61,7,3,1,3,1,4,0
3850,37,4,1,0,4,2,4,0
3851,61,8,2,0,1,1,1,0
3852,55,1,2,1,1,0,1,0
3853,80,5,2,1,3,1,4,0
3854,65,5,1,0,5,0,4,0
3855,63,7,2,0,2,1,4,0
3856,69,7,2,0,2,2,3,0
3857,20,1,3,1,4,1,5,0
3858,42,3,2,1,1,0,1,0
3859,20,9,1,1,3,2,4,0
3860,77,8,2,1,5,1,5,0
3861,78,4,2,1,3,0,NA,1
3862,74,9,3,1,4,2,4,0
3863,48,9,2,1,1,1,2,0
3864,49,5,2,1,3,2,4,0
3865,46,7,1,0,5,2,5,0
3866,75,7,1,0,5,2,5,0
3867,39,1,2,0,1,2,1,0
3868,46,7,2,0,2,1,3,0
3869,83,8,3,0,5,1,5,0
3870,69,5,3,1,3,1,4,0
3871,26,2,2,1,4,0,5,0
3872,64,8,3,1,5,2,5,0
3873,71,9,3,0,5,1,5,0
3874,68,6,2,1,2,1,3,0
3875,80,4,2,0,5,2,3,0
3876,28,4,2,0,3,1,4,0
3877,52,3,3,0,3,0,5,0
3878,63,2,2,0,3,1,4,0
3879,63,7,2,0,4,0,2,0
3880,73,9,3,1,4,0,NA,1
3881,15,7,2,1,3,1,4,0
3882,33,5,3,1,4,2,5,0
3883,81,4,2,0,3,2,5,0
3884,70,7,2,0,5,1,5,0
3885,58,3,2,1,2,2,3,0
3886,72,4,2,1,2,2,4,0
3887,15,3,2,0,5,1,5,0
3888,64,5,2,1,5,0,5,0
3889,82,6,2,1,4,2,5,0
3890,56,6,3,0,3,1,NA,1
3891,44,8,3,1,2,1,NA,1
3892,23,8,3,0,5,0,5,0
3893,59,5,3,1,1,2,3,0
3894,40,9,1,0,1,1,3,0
3895,52,4,1,1,1,1,2,0
3896,84,9,2,0,2,1,NA,1
3897,59,5,2,1,3,2,4,0
3898,83,7,3,0,1,2,2,0
3899,55,5,3,0,3,2,3,0
3900,40,9,2,0,1,0,2,0
3901,22,6,3,1,4,2,5,0
3902,17,5,3,1,5,0,5,0
3903,75,6,2,1,4,1,5,0
3904,36,5,3,1,4,2,3,0
3905,54,1,2,1,2,1,3,0
3906,27,4,3,1,5,2,NA,1
3907,37,7,2,0,4,2,5,0
3908,53,5,3,0,3,0,2,0
3909,57,8,3,1,2,0,NA,1
3910,64,1,3,0,2,2,2,0
3911,53,5,3,1,2,1,3,0
3912,79,7,3,0,5,0,5,0
3913,58,5,2,1,5,0,NA,1
3914,57,1,3,1,2,1,3,0
3915,16,6,3,0,5,0,5,0
3916,41,8,3,0,5,1,5,0
3917,32,4,3,1,3,1,3,0
3918,62,3,2,0,1,2,NA,1
3919,50,5,3,0,2,2,2,0
3920,82,1,2,1,5,0,5,0
3921,36,5,3,0,2,2,3,0
3922,72,7,2,0,3,0,3,0
3923,35,7,2,0,3,1,3,0
3924,80,5,2,1,3,1,4,0
3925,55,7,1,0,3,1,NA,1
3926,67,5,3,0,1,2,1,0
3927,46,9,2,0,1,0,1,0
3928,21,7,2,1,4,2,4,0
3929,84,2,2,1,3,1,4,0
3930,44,6,1,0,4,1,5,0
3931,20,9,2,0,1,0,1,0
3932,54,6,3,0,5,0,4,0
3933,26,6,3,0,5,0,5,0
3934,66,5,2,0,2,0,1,0
3935,46,6,3,1,3,0,4,0
3936,73,9,1,1,1,2,2,0
3937,57,6,3,1,3,2,4,0
3938,37,6,1,1,3,1,3,0
3939,39,4,3,0,1,0,2,0
3940,27,2,2,1,5,1,5,0
3941,39,7,2,1,2,1,2,0
3942,64,4,2,0,1,2,3,0
3943,82,3,2,0,3,2,5,0
3944,25,8,3,1,1,1,2,0
3945,45,6,3,0,5,0,5,0
3946,47,9,3,1,2,1,3,0
3947,74,9,3,1,3,0,5,0
3948,50,3,2,1,2,1,NA,1
3949,19,9,1,1,3,1,4,0
3950,19,6,3,0,5,1,5,0
3951,84,9,2,0,5,1,5,0
3952,82,7,2,0,5,2,5,0
3953,19,4,3,1,3,0,3,0
3954,30,5,2,0,2,1,4,0
3955,62,7,3,0,2,1,2,0
3956,59,3,2,0,3,2,3,0
3957,74,1,2,1,1,1,NA,1
3958,35,1,3,0,4,0,4,0
3959,26,1,2,0,5,1,5,0
3960,46,3,2,1,2,0,4,0
3961,32,9,3,0,3,2,4,0
3962,46,5,3,0,2,2,3,0
3963,67,9,1,1,1,0,2,0
3964,39,5,3,0,2,0,4,0
3965,67,9,2,1,3,2,4,0
3966,20,7,3,0,3,0,NA,1
3967,81,5,3,1,2,2,3,0
3968,59,2,2,1,3,0,3,0
3969,80,6,1,1,4,2,3,0
3970,69,3,2,0,1,0,2,0
3971,31,2,3,1,3,2,2,0
3972,19,6,2,1,2,0,2,0
3973,53,3,3,0,5,2,NA,1
3974,48,7,2,1,3,0,2,0
3975,45,7,3,1,5,2,5,0
3976,76,5,2,1,4,1,5,0
3977,23,5,3,1,4,1,NA,1
3978,66,7,2,1,3,2,5,0
3979,41,3,2,0,3,2,2,0
3980,55,6,3,1,2,0,2,0
3981,28,3,2,1,4,2,4,0
3982,28,5,2,0,3,0,4,0
3983,79,3,3,1,3,1,3,0
3984,31,1,2,0,1,0,1,0
3985,15,4,2,0,5,2,5,0
3986,55,1,3,0,2,2,4,0
3987,30,7,3,0,2,0,3,0
3988,72,5,3,1,5,1,5,0
3989,25,5,3,1,4,1,5,0
3990,20,2,2,1,1,2,2,0
3991,44,9,3,0,5,0,5,0
3992,73,6,3,0,3,0,3,0
3993,25,7,2,1,3,2,NA,1
3994,55,5,2,1,5,2,5,0
3995,36,3,1,0,2,1,3,0
3996,63,8,2,0,1,1,1,0
3997,65,4,2,0,2,0,2,0
3998,73,5,2,0,2,1,2,0
3999,85,7,3,0,3,1,NA,1
4000,83,4,3,0,4,1,5,0
4001,79,1,2,1,5,2,5,0
4002,55,2,2,1,5,0,5,0
4003,56,9,2,1,4,2,5,0
4004,72,7,1,1,3,2,2,0
4005,18,4,2,0,1,2,2,0
4006,63,9,2,0,4,2,5,0
4007,55,1,2,0,3,1,3,0
4008,20,5,2,0,4,2,5,0
4009,31,4,3,0,2,0,4,0
4010,39,4,3,0,4,0,NA,1
4011,76,3,3,0,2,0,3,0
4012,72,5,3,1,2,0,3,0
4013,33,6,2,0,1,0,2,0
4014,47,7,3,1,1,2,NA,1
4015,60,5,2,0,3,0,2,0
4016,20,1,2,1,3,1,3,0
4017,66,5,3,0,5,0,5,0
4018,51,3,3,1,1,1,NA,1
4019,29,5,2,0,3,1,4,0
4020,61,7,2,0,2,0,3,0
4021,73,3,3,0,5,1,5,0
4022,37,7,2,1,5,1,5,0
4023,41,7,3,1,2,0,2,0
4024,55,2,3,1,5,2,5,0
4025,74,4,3,0,5,1,5,0
4026,51,5,2,0,1,1,NA,1
4027,70,5,2,1,4,2,4,0
4028,24,7,3,0,1,1,2,0
4029,55,1,2,0,4,2,5,0
4030,71,7,3,1,1,1,1,0
4031,67,6,2,1,1,0,2,0
4032,21,7,3,1,2,0,2,0
4033,34,3,1,0,1,1,2,0
4034,64,9,3,1,2,0,NA,1
4035,71,4,2,0,1,0,2,0
4036,18,7,2,1,2,1,2,0
4037,55,7,3,0,1,0,NA,1
4038,66,5,2,1,5,0,5,0
4039,19,3,2,1,2,2,1,0
4040,37,5,2,0,3,1,4,0
4041,42,7,3,0,4,2,5,0
4042,18,5,3,0,4,1,4,0
4043,27,2,3,0,5,2,5,0
4044,34,4,2,1,1,2,3,0
4045,85,9,3,0,2,2,3,0
4046,18,1,2,0,3,0,3,0
4047,34,5,2,1,4,0,5,0
4048,85,7,1,1,1,1,NA,1
4049,28,1,3,1,2,1,2,0
4050,47,9,3,1,4,0,5,0
4051,28,8,3,0,2,1,3,0
4052,41,4,2,0,3,0,2,0
4053,82,2,2,1,2,1,2,0
4054,18,3,2,0,3,0,NA,1
4055,30,6,3,1,1,0,2,0
4056,81,2,3,0,4,0,5,0
4057,84,3,2,1,2,0,1,0
4058,48,8,2,1,4,2,5,0
4059,45,4,2,0,1,0,1,0
4060,16,5,2,0,5,1,5,0
4061,23,8,2,0,2,0,2,0
4062,68,6,2,1,1,0,1,0
4063,47,9,3,0,2,0,1,0
4064,78,3,2,0,3,1,4,0
4065,79,3,2,1,3,2,NA,1
4066,27,8,3,1,3,0,2,0
4067,34,6,2,0,1,1,2,0
4068,52,8,2,1,4,1,5,0
4069,75,5,2,0,4,2,4,0
4070,50,8,2,0,3,2,3,0
4071,58,7,2,0,4,0,5,0
4072,77,5,2,1,5,0,5,0
4073,58,6,3,0,1,2,2,0
4074,62,8,3,1,4,0,5,0
4075,49,3,2,1,3,1,NA,1
4076,44,8,3,0,4,0,3,0
4077,63,6,2,1,5,0,4,0
4078,18,6,3,0,5,2,5,0
4079,28,5,2,0,2,2,3,0
4080,55,6,2,1,3,2,2,0
4081,48,5,3,0,2,1,2,0
4082,18,4,2,0,4,0,5,0
4083,74,5,3,1,5,2,5,0
4084,42,2,3,0,2,1,2,0
4085,85,7,2,0,1,1,1,0
4086,33,3,3,0,1,0,1,0
4087,16,1,2,0,4,0,5,0
4088,44,7,2,1,4,2,5,0
4089,39,5,3,0,5,0,5,0
4090,72,8,3,1,5,2,5,0
4091,72,5,3,1,2,2,1,0
4092,81,7,2,0,4,2,5,0
4093,34,2,2,0,1,0,NA,1
4094,40,8,2,0,4,2,5,0
4095,83,2,2,0,2,0,3,0
4096,81,5,2,1,3,2,4,0
4097,63,3,2,1,3,0,3,0
4098,52,4,2,0,2,1,2,0
4099,42,6,3,1,4,2,2,0
4100,42,1,2,1,2,2,3,0
4101,67,6,3,0,2,1,2,0
4102,61,5,3,0,3,0,4,0
4103,66,6,2,0,1,2,4,0
4104,43,7,1,1,2,2,3,0
4105,18,7,2,1,4,2,5,0
4106,54,1,2,1,2,1,3,0
4107,77,5,2,1,1,0,3,0
4108,75,5,2,0,5,2,5,0
4109,38,6,2,0,1,1,1,0
4110,75,5,2,1,4,1,5,0
4111,66,5,2,1,4,2,5,0
4112,37,5,1,1,1,1,1,0
4113,20,1,3,0,4,0,4,0
4114,31,6,2,0,1,0,1,0
4115,60,3,3,1,5,1,NA,1
4116,59,1,2,1,5,0,5,0
4117,42,7,2,0,5,1,5,0
4118,55,2,2,0,3,0,4,0
4119,65,7,3,0,4,2,5,0
4120,15,5,1,0,1,1,2,0
4121,30,1,1,0,5,1,5,0
4122,82,7,2,0,5,2,5,0
4123,31,6,2,1,3,2,4,0
4124,16,2,2,1,3,1,4,0
4125,72,5,2,1,3,2,4,0
4126,56,7,2,1,3,1,4,0
4127,21,6,2,0,1,1,2,0
4128,19,8,3,1,3,1,4,0
4129,66,7,2,0,1,1,1,0
4130,80,4,3,0,4,2,3,0
4131,41,3,2,1,2,2,4,0
4132,77,6,2,0,3,1,4,0
4133,52,6,3,1,4,1,NA,1
4134,57,1,3,1,4,2,NA,1
4135,73,6,2,0,5,1,5,0
4136,73,7,3,0,5,0,4,0
4137,35,4,1,0,2,0,1,0
4138,62,7,2,0,4,1,5,0
4139,36,5,2,1,5,1,5,0
4140,52,4,3,0,4,1,5,0
4141,41,8,3,1,4,1,5,0
4142,28,5,1,1,1,0,1,0
4143,34,6,2,0,3,0,4,0
4144,32,8,1,1,1,0,1,0
4145,67,5,2,0,3,0,5,0
4146,71,7,2,0,5,1,NA,1
4147,83,9,2,1,1,1,2,0
4148,24,6,3,0,1,0,2,0
4149,61,4,2,1,5,1,5,0
4150,66,4,3,0,2,2,2,0
4151,18,7,2,1,3,1,3,0
4152,74,5,2,0,4,2,4,0
4153,59,4,2,0,1,1,1,0
4154,45,6,2,1,4,0,NA,1
4155,80,5,3,0,2,0,4,0
4156,57,7,3,0,5,1,5,0
4157,16,2,2,1,2,2,4,0
4158,84,7,2,0,3,0,3,0
4159,37,7,1,1,3,1,4,0
4160,71,7,1,0,1,0,2,0
4161,36,7,2,0,3,2,NA,1
4162,23,5,2,0,2,0,2,0
4163,59,6,3,0,3,1,4,0
4164,60,5,2,0,2,0,1,0
4165,34,4,2,0,5,2,NA,1
4166,43,3,3,0,2,0,2,0
4167,24,7,2,0,2,2,3,0
4168,46,6,3,0,3,2,4,0
4169,70,6,2,0,5,0,5,0
4170,30,5,2,0,3,2,4,0
4171,44,6,2,0,5,2,5,0
4172,62,1,3,0,4,0,5,0
4173,36,6,2,1,3,2,5,0
4174,31,7,3,0,2,0,2,0
4175,46,5,3,0,4,0,5,0
4176,16,2,2,1,3,0,1,0
4177,58,7,2,0,4,1,NA,1
4178,29,9,2,1,5,2,5,0
4179,70,6,2,1,3,0,4,0
4180,82,5,2,0,2,0,2,0
4181,30,5,2,1,3,0,3,0
4182,32,5,1,0,2,0,4,0
4183,20,3,2,1,2,1,3,0
4184,77,4,3,1,4,1,5,0
4185,26,8,2,1,1,0,2,0
4186,36,9,3,0,5,0,4,0
4187,59,9,1,1,5,0,5,0
4188,68,7,3,1,5,1,5,0
4189,25,6,3,1,1,0,1,0
4190,65,8,1,0,3,0,4,0
4191,54,5,2,1,5,0,5,0
4192,64,9,3,0,2,1,2,0
4193,27,7,3,1,2,1,3,0
4194,50,8,3,0,2,1,3,0
4195,41,9,2,0,2,0,2,0
4196,19,5,2,1,3,0,2,0
4197,47,8,3,0,2,1,2,0
4198,23,4,3,1,1,2,1,0
4199,49,5,2,1,1,1,NA,1
4200,28,7,1,0,5,2,5,0
4201,15,1,2,1,4,2,5,0
4202,55,9,2,0,2,0,1,0
4203,16,8,3,1,5,1,5,0
4204,58,5,3,0,3,1,NA,1
4205,58,6,2,1,3,0,5,0
4206,73,8,3,1,3,0,4,0
4207,22,6,3,1,1,1,2,0
4208,39,4,2,1,5,2,5,0
4209,30,8,3,0,1,2,1,0
4210,15,9,3,1,1,2,1,0
4211,19,2,3,0,2,0,NA,1
4212,22,7,2,1,5,0,5,0
4213,40,4,3,0,5,0,NA,1
4214,38,4,2,0,5,1,5,0
4215,16,6,3,1,2,2,1,0
4216,49,2,2,0,5,0,5,0
4217,39,4,2,0,3,1,4,0
4218,67,7,1,0,4,2,5,0
4219,44,6,2,1,5,2,5,0
4220,73,4,3,1,3,1,4,0
4221,51,2,3,1,1,2,1,0
4222,78,5,2,0,2,0,NA,1
4223,48,5,1,0,5,2,5,0
4224,21,5,2,0,2,2,2,0
4225,27,4,2,0,5,0,4,0
4226,55,9,3,1,3,1,4,0
4227,34,5,2,1,3,1,4,0
4228,22,1,2,0,4,1,4,0
4229,85,2,3,1,4,0,3,0
4230,24,6,3,1,4,1,5,0
4231,40,4,3,0,4,1,NA,1
4232,28,5,3,1,5,2,NA,1
4233,38,5,3,1,3,2,2,0
4234,75,3,3,0,5,1,5,0
4235,66,7,2,0,1,1,2,0
4236,73,8,2,0,4,2,4,0
4237,26,6,3,0,3,0,3,0
4238,60,6,2,1,5,1,5,0
4239,40,5,2,1,5,1,5,0
4240,73,3,2,1,1,1,2,0
4241,49,6,2,1,1,2,1,0
4242,58,7,2,0,1,0,1,0
4243,21,7,2,0,2,1,3,0
4244,38,2,2,0,4,0,5,0
4245,67,5,2,0,1,1,2,0
4246,55,1,2,0,3,1,4,0
4247,17,5,1,1,4,2,5,0
4248,33,7,3,0,1,1,2,0
4249,25,9,2,1,1,0,1,0
4250,72,8,2,1,4,2,5,0
4251,37,8,3,1,2,2,4,0
4252,72,6,3,1,1,2,2,0
4253,30,7,3,1,1,2,1,0
4254,27,1,3,1,3,0,3,0
4255,30,6,2,1,5,2,5,0
4256,39,6,3,0,5,2,5,0
4257,32,9,3,0,4,2,NA,1
4258,72,7,1,1,5,0,5,0
4259,72,6,3,0,5,1,5,0
4260,29,7,2,0,4,0,5,0
4261,52,6,2,1,3,0,2,0
4262,80,7,2,1,3,2,4,0
4263,15,5,1,0,3,1,4,0
4264,33,7,2,0,1,2,1,0
4265,66,5,2,0,5,1,5,0
4266,85,7,2,1,2,0,3,0
4267,78,9,2,1,5,2,5,0
4268,49,4,2,0,2,0,2,0
4269,81,7,2,1,2,0,3,0
4270,80,9,3,1,4,2,4,0
4271,83,6,2,0,3,1,4,0
4272,30,7,2,0,1,0,1,0
4273,79,7,2,1,3,2,5,0
4274,43,7,1,0,1,0,NA,1
4275,15,6,3,0,2,0,4,0
4276,49,5,2,1,5,1,5,0
4277,18,7,2,1,1,1,2,0
4278,55,5,2,0,2,1,3,0
4279,63,5,3,1,2,2,2,0
4280,59,6,3,0,2,2,2,0
4281,44,1,3,0,3,1,5,0
4282,55,5,2,1,5,2,5,0
4283,26,5,2,0,1,2,NA,1
4284,60,5,1,1,1,2,1,0
4285,53,1,1,0,2,1,3,0
4286,21,5,2,0,1,1,NA,1
4287,53,9,2,0,5,1,5,0
4288,44,7,2,1,2,1,3,0
4289,34,7,3,0,5,1,5,0
4290,27,9,2,0,4,0,3,0
4291,43,7,2,0,3,0,2,0
4292,47,6,3,0,2,2,1,0
4293,59,9,3,1,3,2,4,0
4294,77,8,3,0,5,2,5,0
4295,42,7,2,1,5,2,5,0
4296,27,6,2,1,5,1,5,0
4297,47,9,2,1,5,1,5,0
4298,66,8,2,1,4,1,5,0
4299,38,4,2,0,4,0,5,0
4300,15,9,3,1,2,1,3,0
4301,59,6,1,1,3,1,NA,1
4302,83,7,3,1,2,2,NA,1
4303,83,4,3,0,5,0,5,0
4304,84,3,2,1,5,0,4,0
4305,50,3,2,0,4,2,5,0
4306,53,4,2,1,5,0,5,0
4307,29,9,2,0,1,1,2,0
4308,65,9,1,1,1,2,1,0
4309,85,4,2,0,3,2,4,0
4310,44,9,3,0,1,1,2,0
4311,82,8,3,0,2,2,2,0
4312,32,6,3,1,3,0,4,0
4313,43,6,3,0,1,2,2,0
4314,74,5,2,0,4,1,5,0
4315,22,9,2,1,4,0,5,0
4316,34,6,2,1,2,2,NA,1
4317,76,4,2,1,3,0,2,0
4318,48,4,2,0,4,0,3,0
4319,39,6,2,1,2,1,3,0
4320,36,4,2,0,3,0,3,0
4321,47,8,3,1,3,1,4,0
4322,44,5,3,0,5,0,5,0
4323,16,4,3,0,2,2,2,0
4324,16,3,2,0,5,0,5,0
4325,69,5,3,0,3,2,3,0
4326,74,2,3,1,2,1,4,0
4327,81,5,1,0,3,2,4,0
4328,65,1,3,0,3,1,4,0
4329,27,3,2,0,1,2,3,0
4330,63,5,3,0,5,1,5,0
4331,39,6,2,1,5,1,5,0
4332,51,7,3,1,4,2,4,0
4333,41,6,2,1,5,0,5,0
4334,70,2,3,0,4,2,NA,1
4335,52,4,3,0,2,0,3,0
4336,72,5,3,0,2,1,3,0
4337,30,6,2,1,4,1,5,0
4338,79,7,2,1,1,0,2,0
4339,55,2,3,1,2,0,2,0
4340,24,7,2,0,2,0,4,0
4341,17,4,3,0,1,1,1,0
4342,70,5,2,0,2,2,2,0
4343,51,5,3,1,3,2,4,0
4344,20,4,3,1,4,0,3,0
4345,37,9,2,0,3,1,4,0
4346,78,9,2,0,1,1,NA,1
4347,59,6,3,1,2,2,3,0
4348,65,9,1,1,4,1,5,0
4349,33,9,2,0,5,2,5,0
4350,29,6,1,1,2,0,NA,1
4351,54,3,3,0,5,0,5,0
4352,64,7,2,0,1,1,2,0
4353,24,8,2,1,3,1,3,0
4354,77,8,3,1,1,0,1,0
4355,16,3,2,0,4,2,3,0
4356,67,3,3,1,3,0,2,0
4357,76,9,2,0,2,1,3,0
4358,76,7,2,0,5,2,5,0
4359,52,2,2,0,2,2,5,0
4360,27,9,2,1,5,1,5,0
4361,76,1,2,1,1,0,1,0
4362,41,6,3,1,1,2,1,0
4363,54,5,2,0,4,1,5,0
4364,17,2,3,1,4,1,5,0
4365,57,5,3,0,1,0,2,0
4366,40,2,1,0,1,1,1,0
4367,20,8,2,0,1,2,2,0
4368,15,7,2,1,5,0,5,0
4369,43,6,1,1,5,0,4,0
4370,70,8,1,0,4,2,5,0
4371,84,7,3,1,3,0,5,0
4372,62,8,2,0,5,2,5,0
4373,23,1,2,0,5,2,4,0
4374,32,1,3,1,3,2,2,0
4375,79,1,1,0,2,0,1,0
4376,83,1,2,0,5,0,4,0
4377,65,9,3,1,4,1,NA,1
4378,55,1,2,0,4,0,4,0
4379,76,1,2,0,3,1,4,0
4380,24,2,2,1,2,1,3,0
4381,39,7,3,0,5,2,4,0
4382,66,6,2,0,1,0,1,0
4383,55,7,2,1,2,0,NA,1
4384,19,1,2,0,4,0,5,0
4385,26,6,3,0,2,2,3,0
4386,76,4,3,1,2,2,3,0
4387,27,5,2,0,2,2,4,0
4388,85,2,2,0,2,0,3,0
4389,40,7,3,0,1,0,2,0
4390,65,5,3,1,2,2,2,0
4391,44,6,3,1,2,2,NA,1
4392,69,9,2,1,2,2,2,0
4393,36,6,3,1,3,0,5,0
4394,35,2,3,0,4,0,5,0
4395,46,7,3,0,1,2,1,0
4396,50,2,2,1,4,0,3,0
4397,85,4,3,0,1,2,1,0
4398,19,4,3,0,3,0,4,0
4399,34,5,2,1,4,0,4,0
4400,84,7,1,0,3,1,5,0
4401,47,7,1,1,5,1,5,0
4402,50,5,2,1,4,2,5,0
4403,62,7,3,1,2,2,2,0
4404,36,7,3,0,5,2,NA,1
4405,82,7,1,1,2,0,NA,1
4406,77,9,3,0,2,0,1,0
4407,55,7,2,1,5,2,NA,1
4408,23,7,1,0,4,1,4,0
4409,67,1,2,0,1,0,1,0
4410,49,6,2,0,4,0,3,0
4411,66,9,2,0,4,1,4,0
4412,53,1,2,0,3,2,4,0
4413,68,3,2,0,4,1,NA,1
4414,36,5,3,0,3,2,4,0
4415,75,4,2,1,4,2,5,0
4416,82,5,2,0,4,1,5,0
4417,30,1,3,0,3,0,5,0
4418,39,8,1,1,5,1,5,0
4419,45,7,3,1,3,0,4,0
4420,47,3,3,0,1,0,2,0
4421,53,5,2,1,1,0,1,0
4422,44,8,3,0,1,0,2,0
4423,36,8,3,1,5,1,5,0
4424,53,6,2,0,5,0,5,0
4425,30,7,2,1,1,2,1,0
4426,44,6,2,0,5,1,5,0
4427,32,2,2,1,1,1,2,0
4428,65,5,2,1,3,2,3,0
4429,54,3,3,0,2,2,1,0
4430,15,5,2,0,2,1,3,0
4431,78,1,3,1,3,2,3,0
4432,28,5,1,1,3,1,4,0
4433,18,9,3,1,4,2,3,0
4434,17,6,3,1,1,1,2,0
4435,28,3,2,0,3,2,3,0
4436,43,8,1,1,4,2,5,0
